pref,pref_code,cat,date,shop,addr,lat,lon,lat_i,lon_i
aichi,23,コンビニ,2025-07-01,法人番号3180001157216株式会社エージェイアイ商店ファミリーマート新栄一丁目店,名古屋市中区新栄一丁目16番12号,35.166912,136.919403,8440,5907
aichi,23,スーパー,2025-07-08,法人番号1080101006499マックスバリュ東海株式会社マックスバリュエクスプレス御器所２丁目店,名古屋市昭和区御器所二丁目5番11号,35.149204,136.922424,8435,5907
aichi,23,コンビニ,2025-07-01,加藤和也ローソン南区芝町店,名古屋市南区芝町30番地,35.097404,136.942017,8423,5910
aichi,23,ドラッグ・薬局,2025-07-08,法人番号7180301016951株式会社スギ薬局スギドラッグ豊明寺池店,豊明市沓掛町寺池91番地,35.061054,137.015457,8414,5922
aichi,23,ドラッグ・薬局,2025-07-01,法人番号9290001025414株式会社コスモス薬品ドラッグコスモス百々店,岡崎市百々町字七社12番地,34.986679,137.170853,8396,5947
aichi,23,コンビニ,2025-07-08,法人番号7180002088142有限会社浅井商店ファミリーマート知多にしの台店,知多市にしの台二丁目1305番地,34.9772,136.874359,8394,5899
aichi,23,コンビニ,2025-07-01,中山雄太セブン－イレブン豊田市秋葉町店,豊田市秋葉町一丁目72番地,35.063309,137.16713,8415,5946
aichi,23,コンビニ,2025-07-16,法人番号1010001088181株式会社セブン－イレブン・ジャパンセブン－イレブン扶桑南山名店,丹羽郡扶桑町大字南山名字前ノ浦51番地1,35.365631,136.903976,8487,5904
akita,05,コンビニ,2025-07-01,佐々木繁喜ファミリーマート秋田土崎港相染町店,秋田市土崎港相染町字中谷地169番地2,39.766537,140.064301,9543,6410
aomori,02,コンビニ,2025-07-01,乳井亮セブン－イレブン弘前駅前3丁目店,弘前市大字駅前三丁目2番地2,40.599476,140.480881,9743,6476
aomori,02,コンビニ,2025-07-05,法人番号2420001013436株式会社ミブローソン八戸沢里二ツ屋店,八戸市大字沢里字二ツ屋4番地1,40.487705,141.478378,9717,6636
aomori,02,コンビニ,2025-07-01,法人番号7420001016046株式会社佐々木商店ローソン十和田東二十三番町店,十和田市東二十三番町29番6号,40.624535,141.235489,9749,6597
chiba,12,コンビニ,2025-07-01,佐久間丈敏ローソン君津末吉店,君津市末吉２２２番地１,35.327866,140.062119,8478,6409
chiba,12,ドラッグ・薬局,2025-07-17,法人番号9290001025414株式会社コスモス薬品ドラッグコスモス請西店,木更津市請西２丁目２５番５号,35.373753,139.938721,8489,6390
chiba,12,コンビニ,2025-07-25,法人番号7050001018105セキショウブランニューシステム株式会社ファミリーマートＴＸ南流山駅店,流山市南流山２丁目１番地首都圏新都市鉄道つくばエクスプレス南流山駅地下１階ラチ外コンコース内,35.837788,139.903992,8601,6384
chiba,12,コンビニ,2025-07-31,法人番号1040003022953ＭＵＳＴ合同会社ファミリーマート松戸駅西口店,松戸市本町１番地の１２日発ビル１階,35.783905,139.899689,8588,6383
chiba,12,コンビニ,2025-07-01,桑田正和ファミリーマートいすみ大原店,いすみ市大原１２１０番地,35.23893,140.392517,8457,6462
chiba,12,コンビニ,2025-07-01,桑田正和ファミリーマート大多喜石神店,夷隅郡大多喜町石神１４３番地４,35.249332,140.264862,8459,6442
chiba,12,コンビニ,2025-07-01,坂田和彦ミニストップ四街道物井店,四街道市物井５９０番地,35.681576,140.197906,8563,6431
chiba,12,コンビニ,2025-07-15,鈴木孝典ファミリーマート酒々井尾上店,印旛郡酒々井町尾上６０番地４,35.728699,140.284378,8574,6445
chiba,12,スーパー,2025-07-30,法人番号9011001072762株式会社オールアバウトライフマーケティングサンプル百貨店イオンモール千葉ニュータウン店,印西市中央北３丁目２番地イオンモール千葉ニュータウン１階１３３区画,35.802212,140.112183,8592,6417
ehime,38,コンビニ,2025-07-08,濱浦恵介セブン－イレブン松山辰巳町店,松山市辰巳町３番１４号,33.867504,132.718323,8128,5234
ehime,38,コンビニ,2025-07-31,田王将文ファミリーマート北条下難波店,松山市下難波４５６番地１,33.98085,132.782913,8155,5245
fukuoka,40,コンビニ,2025-07-04,法人番号3290801002312株式会社大信薬局ファミリーマート八幡本城東店,北九州市八幡西区本城東三丁目２番２０号,33.874516,130.732559,8129,4917
fukuoka,40,スーパー,2025-07-28,法人番号6290001017604イオン九州株式会社マックスバリュエクスプレス渡辺通３丁目店,福岡市中央区渡辺通三丁目１番１７号,33.585556,130.405609,8060,4864
fukuoka,40,ドラッグ・薬局,2025-07-31,法人番号9290001042145株式会社ドラッグイレブンドラッグイレブン柳河内店,福岡市南区柳河内二丁目１１番１号,33.551453,130.405991,8052,4864
fukuoka,40,ドラッグ・薬局,2025-07-14,法人番号9290001044133株式会社ドラッグストアモリドラッグストアモリ梅林店,福岡市城南区梅林一丁目１６番４３号,33.542809,130.357468,8050,4857
fukuoka,40,コンビニ,2025-07-01,水落貴大セブン－イレブン久留米櫛原店,久留米市東櫛原町２３０１番地４,33.320446,130.5186,7996,4882
fukuoka,40,ドラッグ・薬局,2025-07-07,法人番号9290001025414株式会社コスモス薬品ドラッグコスモス津古店,小郡市津古９２６番地,33.442627,130.558167,8026,4889
fukuoka,40,コンビニ,2025-07-10,法人番号4290801026005ＭＡＲＵＹＡＷＯＲＫＳ株式会社ファミリーマート嘉麻飯田店,嘉麻市飯田２０１番地,33.569553,130.701767,8056,4912
fukuoka,40,コンビニ,2025-07-14,法人番号4020001007831株式会社日産クリエイティブサービスファミリーマートラ・ポーズ白石／Ｓ店,京都郡苅田町大字与原字白石２２７０番７,33.754032,130.992355,8100,4958
fukuoka,40,スーパー,2025-07-23,法人番号9290001072902株式会社トライアルストアーズスーパーセンタートライアル上毛店,築上郡上毛町大字宇野８３１番地１,33.574856,131.156952,8057,4985
fukuoka,40,コンビニ,2025-07-23,小林勝代セブン－イレブン行橋行事３丁目店,行橋市行事三丁目１番３０号,33.738846,130.976212,8097,4956
fukuoka,40,コンビニ,2025-07-02,水落信次セブン－イレブン大野城紫台店,大野城市紫台１２０番地,33.506607,130.47966,8041,4876
fukushima,07,コンビニ,2025-07-07,法人番号6380001005624株式会社ＮＡＮＡセブン－イレブン郡山富久山梅田店,郡山市富久山町久保田字梅田134番地の1,37.405834,140.38826,8977,6462
fukushima,07,ドラッグ・薬局,2025-07-09,法人番号1430001010672株式会社ツルハツルハドラッグ小野店,田村郡小野町大字飯豊字坂東内前31番地,37.297077,140.619202,8951,6499
fukushima,07,スーパー,2025-07-09,法人番号5410001001901イオン東北株式会社イオン双葉店,双葉郡双葉町大字長塚字町西36番地1,37.45293,141.003799,8988,6560
gifu,21,コンビニ,2025-07-14,梶田聡セブン－イレブン各務原鵜沼西町店,各務原市鵜沼西町四丁目138番地1,35.397923,136.930328,8495,5908
gifu,21,コンビニ,2025-07-01,汲田淳ローソン大垣本今一丁目店,大垣市本今一丁目77番地1,35.352482,136.607239,8484,5857
gifu,21,コンビニ,2025-07-31,法人番号3200001028554株式会社売売堂セブン－イレブン大垣割田店,大垣市割田三丁目51番地,35.34079,136.608368,8481,5857
gumma,10,コンビニ,2025-07-01,法人番号2070002014485有限会社アイオライトローソン高崎宿大類町店,高崎市宿大類町９００番地１,36.329777,139.050781,8719,6248
gumma,10,コンビニ,2025-07-01,殷志宏ローソン藤岡芦田南店,藤岡市藤岡２３４０番地１,36.237442,139.067078,8696,6250
gumma,10,スーパー,2025-07-16,法人番号5070001023864株式会社田村商店株式会社田村商店スーパー大津本店,吾妻郡長野原町大字大津２３０番地１,36.5532,138.620026,8772,6179
gumma,10,コンビニ,2025-07-31,青木正博ファミリーマート中之条伊勢町下店,吾妻郡中之条町大字伊勢町６７５番地１,36.588902,138.856369,8781,6217
hiroshima,34,ドラッグ・薬局,2025-07-07,法人番号1012401000634株式会社サンドラッグサンドラッグ広島皆実町店,広島市南区皆実町六丁目15番5号,34.371983,132.464462,8249,5194
hiroshima,34,コンビニ,2025-07-01,法人番号6240002006635有限会社境谷商店セブン－イレブン広島可部中央店,広島市安佐北区可部三丁目45番8号,34.515991,132.513412,8283,5202
hiroshima,34,コンビニ,2025-07-31,法人番号2013301010706株式会社ファミリーマートファミリーマート広白石店,呉市広白石一丁目3番44号,34.228203,132.632294,8214,5221
hiroshima,34,コンビニ,2025-07-31,法人番号9240001041366株式会社Ｓ．Ｓ．Ｔ．ファミリーマートＪＲ忠海駅前店,竹原市忠海中町一丁目1番77号,34.336853,132.990768,8240,5278
hiroshima,34,コンビニ,2025-07-01,原昂志ローソン福山西深津店,福山市西深津町四丁目3番11号,34.497036,133.379227,8279,5340
hiroshima,34,ドラッグ・薬局,2025-07-11,法人番号9290001025414株式会社コスモス薬品ドラッグコスモス手城店,福山市南手城町四丁目9番24号,34.482796,133.397278,8275,5343
ibaraki,08,コンビニ,2025-07-01,齋藤秀昭ローソン土浦神立中央五丁目店,土浦市神立中央五丁目３７番５号,36.120918,140.221634,8669,6435
ibaraki,08,コンビニ,2025-07-01,法人番号4010001030181ミニストップ株式会社ミニストップつくば西大橋店,つくば市西大橋５８１番地１,36.071014,140.084671,8657,6413
ibaraki,08,コンビニ,2025-07-24,小林由紀子ファミリーマートつくば竹園店,つくば市竹園一丁目８番地７,36.078316,140.113297,8658,6418
ibaraki,08,コンビニ,2025-07-31,法人番号2010701019195株式会社ローソンローソンつくば自由ケ丘店,つくば市自由ヶ丘１７０番地４４,35.963306,140.1026,8631,6416
ibaraki,08,コンビニ,2025-07-31,法人番号2010701019195株式会社ローソンローソンつくばみらい谷井田店,つくばみらい市谷井田２０４７番地４,35.953484,140.048874,8628,6407
ibaraki,08,コンビニ,2025-07-31,蒲生麗奈ファミリーマート石岡第一病院前店,石岡市石岡１３４４６番地２,36.204174,140.289398,8689,6446
ibaraki,08,コンビニ,2025-07-31,根本誠一ファミリーマート土浦中村南四丁目店,土浦市中村南四丁目１１番４号,36.04044,140.164536,8649,6426
ibaraki,08,コンビニ,2025-07-01,川端克明ローソン総和駒羽根店,古河市駒羽根１５０３番地,36.158054,139.762558,8677,6362
ibaraki,08,コンビニ,2025-07-01,法人番号4010001030181ミニストップ株式会社ミニストップ龍ケ崎白羽店,龍ケ崎市白羽一丁目７番地３７,35.921665,140.217911,8621,6434
ibaraki,08,コンビニ,2025-07-31,東原潔子ファミリーマート竜ヶ崎警察署前店,龍ケ崎市光順田２８３１番地１,35.906113,140.195084,8617,6431
iwate,03,コンビニ,2025-07-24,米倉真吾セブン－イレブン宮古実田1丁目店,宮古市実田一丁目4番21号,39.624634,141.958374,9509,6713
kagawa,37,コンビニ,2025-07-31,坂口愛果ファミリーマート高松庵治町店,高松市庵治町６１８番地６,34.377396,134.142563,8250,5462
kagoshima,46,コンビニ,2025-07-08,法人番号1010001088181株式会社セブン－イレブン・ジャパンセブン－イレブン鹿児島東俣店,鹿児島市東俣町１６８番地１,31.688299,130.499268,7605,4879
kagoshima,46,コンビニ,2025-07-15,法人番号4340001013574株式会社リンクスファミリーマート薩摩川内宮崎町店,薩摩川内市宮崎町１８８１番地１,31.800077,130.318878,7632,4851
kagoshima,46,コンビニ,2025-07-07,法人番号1340003002090合同会社鹿児島リテイルローソン鹿屋医療センター前店,鹿屋市札元一丁目３番２６号,31.39282,130.866959,7534,4938
kagoshima,46,ドラッグ・薬局,2025-07-08,法人番号9290001042145株式会社ドラッグイレブンドラッグイレブン加世田店,南さつま市加世田本町２番地１,31.421581,130.32338,7541,4851
kagoshima,46,コンビニ,2025-07-01,法人番号2340002014276有限会社Ｙａｍａｄａローソン霧島国分上井店,霧島市国分上井７４１番地１,31.72172,130.78714,7613,4925
kanagawa,14,コンビニ,2025-07-01,石黒亮セブン－イレブン横浜尻手駅前店,横浜市鶴見区矢向４丁目３番６号プチ５小室１階,35.531143,139.683746,8527,6349
kanagawa,14,コンビニ,2025-07-24,石黒亮セブン－イレブン横浜尻手駅西店,横浜市鶴見区矢向４丁目５番２３号,35.531277,139.68338,8527,6349
kanagawa,14,コンビニ,2025-07-16,法人番号7020001117826株式会社エル・ティーエフローソン・スリーエフ上星川店,横浜市保土ケ谷区上星川２丁目５番１５号,35.472069,139.575409,8513,6332
kanagawa,14,コンビニ,2025-07-31,法人番号2010701019195株式会社ローソンローソン瀬谷相沢七丁目店,横浜市瀬谷区相沢７丁目５３番地１,35.478725,139.490219,8514,6318
kanagawa,14,コンビニ,2025-07-01,酒井純ファミリーマート新横浜駅西店,横浜市港北区篠原町３２３６番地１,35.506004,139.616486,8521,6338
kanagawa,14,コンビニ,2025-07-23,法人番号9020002032733有限会社恵登屋セブン－イレブン横浜新綱島駅前店,横浜市港北区綱島東１丁目８番１５号,35.536308,139.63736,8528,6341
kanagawa,14,コンビニ,2025-07-23,魏春强ファミリーマート小机駅前店,横浜市港北区小机町２４８４番地９,35.509315,139.594742,8522,6335
kanagawa,14,コンビニ,2025-07-25,伊藤和明セブン－イレブン横浜栄飯島町店,横浜市栄区飯島町１６４３番地１,35.371319,139.537064,8489,6325
kanagawa,14,スーパー,2025-07-08,法人番号9120001025793テレック株式会社韓国スーパーリトルソウルららぽーと横浜,横浜市都筑区池辺町４０３５番地１ららぽーと横浜１階,35.5173,139.566422,8524,6330
kanagawa,14,コンビニ,2025-07-31,法人番号3020003017805合同会社ゼンチンローソンセンター北駅東店,横浜市都筑区中川中央１丁目２９番３６号,35.553883,139.580063,8532,6332
kanagawa,14,コンビニ,2025-07-31,法人番号8021001074536株式会社ＫＭＦａｃｔｏｒｙセブン－イレブン横須賀長浦町店,横須賀市長浦町２丁目１９番地濱田会計ビル１階,35.289146,139.644272,8469,6343
kanagawa,14,コンビニ,2025-07-01,大澤岳生セブン－イレブン平塚明石町店,平塚市明石町７番９号,35.331066,139.348358,8479,6295
kanagawa,14,コンビニ,2025-07-01,北山哲夫ファミリーマート湯河原土肥五丁目店,足柄下郡湯河原町土肥５丁目８番地１７,35.142406,139.098251,8434,6255
kanagawa,14,コンビニ,2025-07-01,法人番号8021001039778株式会社アプロスローソン相模原消防署前店,相模原市中央区中央３丁目１番２号,35.572136,139.370117,8537,6299
kanagawa,14,コンビニ,2025-07-01,法人番号8021001039778株式会社アプロスローソン厚木緑ケ丘二丁目店,厚木市緑ケ丘２丁目１番１号,35.453514,139.342606,8508,6294
kanagawa,14,コンビニ,2025-07-01,法人番号7021002053820有限会社リバリッチローソン厚木妻田西一丁目店,厚木市妻田西１丁目１５番１号,35.457672,139.355972,8509,6296
kanagawa,14,コンビニ,2025-07-01,法人番号7021002053820有限会社リバリッチローソン新厚木高校前店,厚木市恩名４丁目５番９２号,35.445141,139.349167,8506,6295
kochi,39,コンビニ,2025-07-01,西山一彦ローソン宿毛平田町店,宿毛市平田町戸内１７２８番地１,32.946892,132.785233,7907,5245
mie,24,コンビニ,2025-07-01,法人番号4010001030181ミニストップ株式会社ミニストップ津大古曽店,津市一身田大古曽687番地3,34.755894,136.495056,8341,5839
mie,24,コンビニ,2025-07-01,法人番号2190002024225株式会社ドゥ・サービス・オオタローソン四日市ときわ店,四日市市ときわ四丁目8番4号,34.962013,136.597519,8390,5855
mie,24,コンビニ,2025-07-01,法人番号6190002018628有限会社コンシェルジュファミリーマートキング観光伊勢／Ｓ店,伊勢市西豊浜町174番地6,34.516785,136.687927,8284,5870
mie,24,コンビニ,2025-07-03,法人番号2013301010706株式会社ファミリーマートファミリーマート伊勢萩原店,伊勢市小木町152番地1,34.504902,136.725616,8281,5876
mie,24,コンビニ,2025-07-31,小久保良一ファミリーマートみくも中道店,松阪市中道町537番地3,34.619694,136.516525,8308,5842
mie,24,コンビニ,2025-07-28,日下部なおみローソン桑名寿町店,桑名市寿町二丁目31番12号,35.065414,136.684219,8415,5869
miyagi,04,コンビニ,2025-07-31,早坂実ファミリーマート一番町駅前店,仙台市青葉区一番町二丁目4番1号青葉通パークビルディング1階,38.25967,140.873657,9182,6539
miyagi,04,コンビニ,2025-07-01,法人番号7370001052121Ｌ‐ＦＲＯＮＴＩＥＲ株式会社ローソン亘理中町東店,亘理郡亘理町字中町東158番地1,38.034492,140.856796,9128,6537
miyagi,04,スーパー,2025-07-08,法人番号9290001072902株式会社トライアルストアーズスーパーセンタートライアル亘理店,亘理郡亘理町逢隈牛袋字谷地添40番地1,38.074383,140.870331,9137,6539
miyagi,04,コンビニ,2025-07-01,阿部佳奈ローソン石巻東中里二丁目店,石巻市東中里二丁目9番9号,38.441204,141.305252,9225,6608
miyagi,04,ドラッグ・薬局,2025-07-08,法人番号9290001044133株式会社ドラッグストアモリドラッグストアモリ大街道店,石巻市大街道東一丁目1番24号,38.429615,141.288727,9223,6606
miyazaki,45,ドラッグ・薬局,2025-07-24,法人番号9290001044133株式会社ドラッグストアモリドラッグストアモリ大塚店,宮崎市大塚町横立１２２４番地１,31.921549,131.392578,7661,5022
miyazaki,45,コンビニ,2025-07-01,藤井聖絵ファミリーマート神之山店,都城市都北町５９１１番地１,31.759247,131.095535,7622,4975
miyazaki,45,コンビニ,2025-07-01,藤本良ファミリーマート神之山西店,都城市神之山町１８３０番地７,31.755039,131.102188,7621,4976
miyazaki,45,コンビニ,2025-07-01,能勢匡史ローソン日向春原町店,日向市春原町一丁目５４番地,32.421707,131.622513,7781,5059
miyazaki,45,コンビニ,2025-07-31,長倉みゆきセブン－イレブン門川加草店,東臼杵郡門川町大字加草１０５番１,32.501217,131.651016,7800,5064
nagano,20,コンビニ,2025-07-24,法人番号6010402033293株式会社フルフィルメントＣＶＳファミリーマート松本駐屯地／Ｓ店,松本市高宮西１番１号,36.209381,137.954559,8690,6072
nagasaki,42,コンビニ,2025-07-22,湯地秀哉ローソン大村宮小路三丁目店,大村市宮小路三丁目１９３７番地４,32.951248,129.941132,7908,4790
niigata,15,コンビニ,2025-07-31,法人番号2013301010706株式会社ファミリーマートファミリーマート長岡福道店,長岡市福道町３７８番地１,37.473282,138.811279,8993,6209
niigata,15,コンビニ,2025-07-31,法人番号2013301010706株式会社ファミリーマートファミリーマート三条千把野店,三条市千把野新田７４番地１,37.579651,138.903061,9019,6224
niigata,15,コンビニ,2025-07-31,法人番号2013301010706株式会社ファミリーマートファミリーマート柏崎比角店,柏崎市比角二丁目１０番３号,37.374405,138.571854,8969,6171
niigata,15,コンビニ,2025-07-16,前島加代子ファミリーマート聖籠諏訪山店,北蒲原郡聖籠町大字諏訪山９５５番地１,37.974323,139.275314,9113,6284
niigata,15,コンビニ,2025-07-25,川上千春ファミリーマート六日町駅西店,南魚沼市六日町２８４０番地１,37.067043,138.873856,8896,6219
niigata,15,コンビニ,2025-07-31,髙橋和寛ファミリーマート津南町上郷店,中魚沼郡津南町大字上郷子種新田１４番地１,36.961121,138.608765,8870,6177
oita,44,ドラッグ・薬局,2025-07-03,法人番号9290001042145株式会社ドラッグイレブンドラッグイレブン大分長浜店,大分市長浜町一丁目５番８号,33.236771,131.615768,7976,5058
oita,44,コンビニ,2025-07-16,法人番号2320001014849株式会社ｂｏｎｄローソン大分小池原店,大分市大字小池原１４３９番地１,33.237064,131.660934,7976,5065
oita,44,コンビニ,2025-07-29,中島靖彦ローソン大分京が丘南一丁目店,大分市京が丘南一丁目１１番１号,33.176357,131.648315,7962,5063
oita,44,コンビニ,2025-07-07,若林知大セブン－イレブン佐伯城南町店,佐伯市城南町６番２８号,32.952324,131.8909,7908,5102
oita,44,コンビニ,2025-07-01,法人番号7320202000858有限会社プロスパートローソン臼杵祇園店,臼杵市大字臼杵１１番地１,33.12241,131.802719,7949,5088
okayama,33,ドラッグ・薬局,2025-07-23,法人番号1500001004428株式会社レデイ薬局くすりのレデイ福成店,岡山市南区福成一丁目161番地3,34.615879,133.933533,8307,5429
okayama,33,コンビニ,2025-07-01,法人番号6260003004660合同会社テミスローソン和気町石生店,和気郡和気町本86番地,34.801426,134.121109,8352,5459
okayama,33,コンビニ,2025-07-31,クンワルスランファミリーマート真備町箭田店,倉敷市真備町箭田1706番地5,34.630276,133.690292,8311,5390
okayama,33,ドラッグ・薬局,2025-07-17,法人番号1500001004428株式会社レデイ薬局くすりのレデイ里庄店,浅口郡里庄町里見4263番地6,34.523399,133.561417,8285,5369
okayama,33,コンビニ,2025-07-31,市村允信ファミリーマート津山駅前店,津山市南町一丁目28番地,35.055836,134.003189,8413,5440
okinawa,47,ドラッグ・薬局,2025-07-24,法人番号9290001044133株式会社ドラッグストアモリドラッグストアモリ宮古工業高校前店,宮古島市平良字東仲宗根９６６番地１,24.798487,125.301369,5951,4048
okinawa,47,コンビニ,2025-07-31,法人番号3360001000497株式会社沖縄ファミリーマートファミリーマートおもろまち四丁目店,那覇市おもろまち４丁目１２番１３号,26.228109,127.699425,6294,4431
saitama,11,コンビニ,2025-07-01,金山貴世ローソン日高武蔵台店,日高市武蔵台五丁目３９８番地１,35.872684,139.302628,8609,6288
saitama,11,コンビニ,2025-07-01,向井武ローソン熊谷佐谷田店,熊谷市佐谷田１７００番地１,36.131767,139.41861,8671,6306
saitama,11,コンビニ,2025-07-01,碓井玲子ローソン埼玉江南店,熊谷市樋春１９８０番地１,36.113426,139.352249,8667,6296
saitama,11,コンビニ,2025-07-31,杉浦拓也ファミリーマート熊谷武体店,熊谷市三ケ尻５２０番地２,36.149685,139.323441,8675,6291
saitama,11,コンビニ,2025-07-01,法人番号2030001106873株式会社ライズローソンさいたま上大久保店,さいたま市桜区大字上大久保２７７番地３,35.870377,139.610657,8608,6337
saitama,11,コンビニ,2025-07-01,法人番号7030001055629株式会社丸広百貨店ファミリーマートまるひろ飯能店,飯能市栄町２４番地４,35.852547,139.326279,8604,6292
saitama,11,コンビニ,2025-07-01,法人番号6030001092012株式会社サンネクストローソン蓮田閏戸店,蓮田市閏戸２８２１番地,36.009277,139.640793,8642,6342
saitama,11,コンビニ,2025-07-31,佐取琴音ファミリーマート久喜青葉二丁目店,久喜市青葉二丁目２番地１,36.07127,139.692108,8657,6350
saitama,11,コンビニ,2025-07-01,法人番号5070001033236株式会社Ｍ’ｓｃｏｍｐａｎｙローソン志木ニュータウン店,新座市新座二丁目１８番３１号,35.823547,139.55928,8597,6329
saitama,11,コンビニ,2025-07-01,伊藤健太ローソンストア１００新座栗原一丁目店,新座市栗原一丁目６番２５号,35.761551,139.548172,8582,6327
sapporo,01,コンビニ,2025-07-15,法人番号7430002041620有限会社秀緑商会ファミリーマートメイプル通り店,札幌市中央区南五条西三丁目１番地４第１１グリーンビル１階,43.054253,141.354477,10333,6616
sapporo,01,コンビニ,2025-07-01,青柳昇セブン-イレブン札幌北丘珠３条４丁目店,札幌市東区北丘珠三条四丁目３番７号,43.128517,141.411011,10350,6625
sapporo,01,コンビニ,2025-07-01,法人番号9430001011003株式会社出村商店ローソン新千歳空港ゲートラウンジ２店,千歳市美々９８７番地２２新千歳空港旅客ターミナルビル２階,42.787346,141.678482,10268,6668
sapporo,01,コンビニ,2025-07-17,和田俊博ファミリーマート月寒マルハン／Ｓ店,札幌市豊平区月寒西二条十丁目２番４７号,43.02367,141.393723,10325,6622
sapporo,01,コンビニ,2025-07-01,大沼正嗣ファミリーマート札幌宮の森３条店,札幌市中央区宮の森三条六丁目２番８号建物１階,43.061962,141.305832,10334,6608
sapporo,01,コンビニ,2025-07-01,神原博和ローソン厚別駅前店,札幌市厚別区厚別中央四条三丁目５番１号,43.043159,141.463638,10330,6634
sapporo,01,コンビニ,2025-07-01,法人番号6450003000475ＫＭポイント合資会社ローソンＳ旭川空港店,上川郡東神楽町東２線１６号９８番地旭川空港旅客ターミナルビル１階,43.669201,142.459091,10480,6793
sapporo,01,コンビニ,2025-07-01,法人番号1010001088181株式会社セブン-イレブン・ジャパンセブン-イレブン岩見沢４条通店,岩見沢市四条西十八丁目１０番地,43.195438,141.749573,10366,6679
sapporo,01,コンビニ,2025-07-01,法人番号1010001088181株式会社セブン-イレブン・ジャパンセブン-イレブン岩見沢大和２条店,岩見沢市大和二条八丁目８番地１,43.187752,141.737579,10365,6678
sapporo,01,コンビニ,2025-07-24,法人番号8450001013832株式会社川島商事セブン-イレブン下川町店,上川郡下川町西町３１１番地,44.304508,142.62973,10633,6820
sapporo,01,コンビニ,2025-07-01,法人番号7430001059283株式会社ＴＩＰＳセブン-イレブン様似大通２丁目店,様似郡様似町大通二丁目３３番地３,42.12677,142.938034,10110,6870
shimane,32,コンビニ,2025-07-01,原包ローソン斐川上直江店,出雲市斐川町上直江2529番地,35.379944,132.819565,8491,5251
shizuoka,22,コンビニ,2025-07-01,長房尚平セブン－イレブン静岡丸子北店,静岡市駿河区丸子六丁目8番20号,34.949554,138.344955,8387,6135
shizuoka,22,コンビニ,2025-07-31,多満シャルミラファミリーマート静岡大坪南店,静岡市駿河区大坪町4番32号,34.962978,138.397202,8391,6143
shizuoka,22,コンビニ,2025-07-30,森田京典セブン－イレブン浜北平口店,浜松市浜名区平口510番地の1,34.806065,137.766953,8353,6042
shizuoka,22,コンビニ,2025-07-31,西山育栄ファミリーマート韮山中條店,伊豆の国市中條406番地1,35.042889,138.944443,8410,6231
shizuoka,22,コンビニ,2025-07-01,法人番号4010001030181ミニストップ株式会社ミニストップ富士若松町店,富士市大淵66番地の2,35.189648,138.692764,8445,6190
shizuoka,22,コンビニ,2025-07-01,小島寿実男セブン－イレブン掛川長谷店,掛川市長谷二丁目16番地の5,34.766369,137.989548,8343,6078
tochigi,09,コンビニ,2025-07-01,法人番号5060001026372株式会社グローイング・カンパニーローソン足利久保田町店,足利市久保田町１７１番地１,36.292652,139.494568,8710,6319
tochigi,09,コンビニ,2025-07-31,大門昭文ファミリーマート益子塙店,芳賀郡益子町大字塙１０４９番地４,36.463848,140.079453,8751,6412
tochigi,09,コンビニ,2025-07-01,法人番号5050001044607ここまーる株式会社ミニストップ那須塩原唐杉店,那須塩原市唐杉字古屋敷２３９番地４,36.950008,140.005234,8868,6400
tokushima,36,コンビニ,2025-07-16,前田俊治ローソン小松島赤石店,小松島市赤石町４番地89,33.983654,134.608566,8156,5537
tokushima,36,コンビニ,2025-07-04,法人番号1010001088181株式会社セブン－イレブン・ジャパンセブン－イレブン鳴門大桑島店,鳴門市撫養町大桑島字濘岩浜５１番地１５,34.187206,134.61203,8204,5537
tokyo,13,コンビニ,2025-07-01,近藤浩子セブン－イレブン秋葉原電気街口店,千代田区外神田１丁目１８番１９号新秋葉原ビル１階,35.698715,139.771988,8567,6363
tokyo,13,コンビニ,2025-07-15,法人番号7010001137239株式会社ヴァリューコーポレーションファミリーマート日本橋一丁目昭和通り店,中央区日本橋１丁目１６番１１号日本橋Ｄスクエア１階,35.682377,139.776443,8563,6364
tokyo,13,コンビニ,2025-07-31,末武康彦ファミリーマート日本橋人形町三丁目店,中央区日本橋人形町３丁目４番１５号レジディア日本橋人形町Ⅱ１階,35.685955,139.78125,8564,6365
tokyo,13,コンビニ,2025-07-01,王之文ファミリーマートザトウキョウタワーズＳＥＡ／Ｓ店,中央区勝どき６丁目３番１号ＴＨＥＴＯＫＹＯＴＯＷＥＲＳＳＥＡＴＯＷＥＲ３階,35.656235,139.773636,8557,6363
tokyo,13,コンビニ,2025-07-18,玉岡茂セブン－イレブン銀座１丁目桜通り店,中央区銀座１丁目６番２号ＬＩＦＥＣＡＲＤ銀座ビル１階,35.674938,139.76799,8561,6362
tokyo,13,コンビニ,2025-07-16,金鎖ファミリーマートアーバンネット内幸町ビル／Ｓ店,港区新橋１丁目１番１３号アーバンネット内幸町ビル２階,35.66914,139.756119,8560,6360
tokyo,13,コンビニ,2025-07-24,法人番号2013301010706株式会社ファミリーマートファミマブルーフロント芝浦Ｓ棟店,港区芝浦１丁目１番１号ブルーフロント芝浦Ｓ棟３階Ｓ３０１区画,35.651527,139.757477,8556,6361
tokyo,13,コンビニ,2025-07-01,法人番号5010701002561株式会社貴田商店セブン－イレブン品川南大井１丁目店,品川区南大井１丁目１０番７号ホワイトキャッスル１階,35.595596,139.738998,8542,6358
